DateTime,zone1,zone2,zone3,temp,humidity,wind_speed,hour,dayofweek,month,is_weekend,is_night,z1_rolling_mean_w12,z1_rolling_std_w12,z1_rolling_min_w12,z1_rolling_max_w12,z1_rolling_mean_w144,z1_rolling_std_w144,z1_rolling_min_w144,z1_rolling_max_w144,z1_rolling_mean_w288,z1_rolling_std_w288,z1_rolling_min_w288,z1_rolling_max_w288,z1_diff_1,z1_diff_6,z1_diff_144,z1_lag_1,z1_lag_6,z1_lag_144,z1_zscore,outage
2017-01-01 01:40:00,5.516,77.5,0.081,0.051,0.108,23896.70886,1,6,1,1,1,5.909363636363636,0.3890874638759959,5.491,6.559,5.909363636363636,0.3890874638759959,5.491,6.559,5.909363636363636,0.3890874638759959,5.491,6.559,0.025000000000000355,-0.40500000000000025,4.451,5.491,5.921,6.559,-1.010990260249051,0
2017-01-01 01:50:00,5.471,76.7,0.083,0.059,0.126,23544.3038,1,6,1,1,1,5.872833333333333,0.3919693479048707,5.471,6.559,5.872833333333333,0.3919693479048707,5.471,6.559,5.872833333333333,0.3919693479048707,5.471,6.559,-0.04499999999999993,-0.3819999999999997,4.451,5.516,5.853,6.559,-1.0251651959041872,0
2017-01-01 02:00:00,5.059,78.6,0.081,0.07,0.096,23003.5443,2,6,1,1,1,5.747833333333333,0.3924329319267254,5.059,6.414,5.8102307692307695,0.43793229192158484,5.059,6.559,5.8102307692307695,0.43793229192158484,5.059,6.559,-0.4119999999999999,-0.5819999999999999,4.451,5.471,5.641,6.559,-1.71540391765694,0
2017-01-01 02:10:00,4.968,78.8,0.084,0.07,0.134,22329.11392,2,6,1,1,1,5.6273333333333335,0.3912867661106535,4.968,6.313,5.750071428571429,0.4771792864621969,4.968,6.559,5.750071428571429,0.4771792864621969,4.968,6.559,-0.09100000000000019,-0.5280000000000005,4.451,5.059,5.496,6.559,-1.6389467245523166,0
2017-01-01 02:20:00,4.975,78.9,0.083,0.055,0.152,22092.1519,2,6,1,1,1,5.515833333333333,0.3680873990417675,4.968,6.121,5.6984,0.5014826303785891,4.968,6.559,5.6984,0.5014826303785891,4.968,6.559,0.006999999999999673,-0.7030000000000003,4.451,4.968,5.678,6.559,-1.4425225445074288,0
2017-01-01 02:30:00,4.897,79.1,0.083,0.07,0.096,21903.79747,2,6,1,1,1,5.413833333333334,0.35448447416529055,4.897,5.921,5.6483125,0.5242702507613162,4.897,6.559,5.6483125,0.5242702507613162,4.897,6.559,-0.0779999999999994,-0.5939999999999994,4.451,4.975,5.491,6.559,-1.4330633845978973,0
2017-01-01 02:40:00,5.02,79.7,0.081,0.051,0.134,21685.06329,2,6,1,1,1,5.33875,0.3320033200819756,4.897,5.853,5.61135294117647,0.5300025873965701,4.897,6.559,5.61135294117647,0.5300025873965701,4.897,6.559,0.12299999999999933,-0.49600000000000044,4.451,4.897,5.516,6.559,-1.1157548193892035,0
2017-01-01 02:50:00,5.407,78.5,0.082,0.062,0.163,21484.55696,2,6,1,1,1,5.301583333333333,0.2917216787946828,4.897,5.678,5.6,0.5164291421129616,4.897,6.559,5.6,0.5164291421129616,4.897,6.559,0.38700000000000045,-0.06400000000000006,4.451,5.02,5.471,6.559,-0.37372019559226105,0
2017-01-01 03:00:00,5.169,77.9,0.083,0.066,0.108,21107.8481,3,6,1,1,1,5.26225,0.2730178565588709,4.897,5.678,5.577315789473684,0.5115264794527129,4.897,6.559,5.577315789473684,0.5115264794527129,4.897,6.559,-0.23800000000000043,0.10999999999999943,4.451,5.407,5.059,6.559,-0.7982300152096635,0
2017-01-01 03:10:00,5.081,77.7,0.084,0.051,0.13,20998.48101,3,6,1,1,1,5.227666666666667,0.2669332001331672,4.897,5.678,5.5525,0.5101022085404991,4.897,6.559,5.5525,0.5101022085404991,4.897,6.559,-0.08799999999999919,0.11300000000000043,4.451,5.169,4.968,6.559,-0.9243245610503281,0
2017-01-01 03:20:00,5.041,77.2,0.081,0.062,0.152,20870.88608,3,6,1,1,1,5.1745833333333335,0.23002310490009234,4.897,5.516,5.528142857142857,0.5095613099239666,4.897,6.559,5.528142857142857,0.5095613099239666,4.897,6.559,-0.040000000000000036,0.06600000000000072,4.451,5.081,4.975,6.559,-0.956004405467018,0
2017-01-01 03:30:00,5.034,76.9,0.083,0.051,0.185,20870.88608,3,6,1,1,1,5.1365,0.2098174531261966,4.897,5.516,5.505681818181818,0.5083180843642838,4.897,6.559,5.505681818181818,0.5083180843642838,4.897,6.559,-0.007000000000000561,0.13699999999999957,4.451,5.041,4.897,6.559,-0.9279264946312433,0
2017-01-01 03:40:00,4.896,76.6,0.085,0.07,0.137,20597.46835,3,6,1,1,1,5.084833333333333,0.18241901482492717,4.896,5.471,5.4791739130434784,0.5126439179013685,4.896,6.559,5.4791739130434784,0.5126439179013685,4.896,6.559,-0.1379999999999999,-0.12399999999999967,4.451,5.034,5.02,6.559,-1.1375808678874832,0
2017-01-01 03:50:00,4.805,76.2,0.081,0.059,0.134,20421.26582,3,6,1,1,1,5.029333333333333,0.15322670864579802,4.805,5.407,5.451083333333333,0.5199187157763154,4.805,6.559,5.451083333333333,0.5199187157763154,4.805,6.559,-0.09100000000000019,-0.6020000000000003,4.451,4.896,5.407,6.559,-1.242662196471684,0
2017-01-01 04:00:00,4.753,75.7,0.083,0.044,0.134,20524.55696,4,6,1,1,1,5.003833333333334,0.17213622160335346,4.753,5.407,5.42316,0.5277737583472679,4.753,6.559,5.42316,0.5277737583472679,4.753,6.559,-0.0519999999999996,-0.4159999999999995,4.451,4.805,5.169,6.559,-1.2697865124984937,0
2017-01-01 04:10:00,4.901,74.4,0.083,0.07,0.122,20482.02532,4,6,1,1,1,4.99825,0.17447486143489926,4.753,5.407,5.403076923076923,0.5271526475757797,4.753,6.559,5.403076923076923,0.5271526475757797,4.753,6.559,0.1479999999999997,-0.1800000000000006,4.451,4.753,5.081,6.559,-0.9524317584021013,0
2017-01-01 04:20:00,5.203,74.1,0.085,0.062,0.096,20530.63291,4,6,1,1,1,5.01725,0.18387403049617732,4.753,5.407,5.395666666666666,0.5183478190737005,4.753,6.559,5.395666666666666,0.5183478190737005,4.753,6.559,0.3020000000000005,0.16199999999999992,4.451,4.901,5.041,6.559,-0.3716937924248734,0
2017-01-01 04:30:00,5.394,71.9,0.081,0.073,0.1,20512.40506,4,6,1,1,1,5.058666666666666,0.20863248824551564,4.753,5.407,5.395607142857143,0.5086583179222912,4.753,6.559,5.395607142857143,0.5086583179222912,4.753,6.559,0.19099999999999984,0.3600000000000003,4.451,5.203,5.034,6.559,-0.0031595725470637925,0
2017-01-01 04:40:00,5.156,74.0,0.079,0.062,0.148,20494.17722,4,6,1,1,1,5.069999999999999,0.2100303008442528,4.753,5.407,5.387344827586207,0.5014703577525134,4.753,6.559,5.387344827586207,0.5014703577525134,4.753,6.559,-0.23800000000000043,0.2599999999999998,4.451,5.394,4.896,6.559,-0.46133300604854754,0
2017-01-01 04:50:00,5.179,74.2,0.083,0.037,0.137,20311.89873,4,6,1,1,1,5.051,0.1856732222334323,4.753,5.394,5.3804,0.4942145004082674,4.753,6.559,5.3804,0.4942145004082674,4.753,6.559,0.023000000000000576,0.37400000000000055,4.451,5.156,4.805,6.559,-0.40751535989661236,0
2017-01-01 05:00:00,4.934,72.9,0.082,0.055,0.134,20542.78481,5,6,1,1,1,5.031416666666666,0.18448525850609498,4.753,5.394,5.3660000000000005,0.4924779521291624,4.753,6.559,5.3660000000000005,0.4924779521291624,4.753,6.559,-0.2450000000000001,0.18100000000000005,4.451,5.179,4.753,6.559,-0.8771966300873091,0
2017-01-01 05:10:00,4.718,75.8,0.08,0.051,0.152,20621.77215,5,6,1,1,1,5.001166666666667,0.20431118570959517,4.718,5.394,5.34575,0.4978281216541284,4.718,6.559,5.34575,0.4978281216541284,4.718,6.559,-0.2160000000000002,-0.18299999999999983,4.451,4.934,4.901,6.559,-1.2609773789278544,0
2017-01-01 05:20:00,5.546,74.0,0.082,0.055,0.093,20627.8481,5,6,1,1,1,5.04325,0.2581715867050794,4.718,5.546,5.3518181818181825,0.4912262369917665,4.718,6.559,5.3518181818181825,0.4912262369917665,4.718,6.559,0.8280000000000003,0.34299999999999997,4.451,4.718,5.203,6.559,0.39530017649499555,0
2017-01-01 05:30:00,4.658,73.5,0.08,0.044,0.104,20797.97468,5,6,1,1,1,5.011916666666667,0.28118724215638813,4.658,5.546,5.331411764705883,0.498145902786983,4.658,6.559,5.331411764705883,0.498145902786983,4.658,6.559,-0.8879999999999999,-0.7359999999999998,4.451,5.546,5.394,6.559,-1.3518364016211661,0
2017-01-01 05:40:00,4.382,76.9,0.081,0.073,0.148,20858.73418,5,6,1,1,1,4.969083333333333,0.3345377973843733,4.382,5.546,5.304285714285714,0.5163377013629159,4.382,6.559,5.304285714285714,0.5163377013629159,4.382,6.559,-0.2760000000000007,-0.774,4.451,4.658,5.156,6.559,-1.7862064146221852,0
2017-01-01 05:50:00,4.212,78.3,0.081,0.117,0.082,21393.41772,5,6,1,1,1,4.919666666666667,0.3986361597732799,4.212,5.546,5.273944444444444,0.5404892991907265,4.212,6.559,5.273944444444444,0.5404892991907265,4.212,6.559,-0.16999999999999993,-0.9670000000000005,4.451,4.382,5.179,6.559,-1.9647834768134937,0
2017-01-01 06:00:00,4.308,77.2,0.081,0.062,0.126,22219.74684,6,6,1,1,0,4.882583333333334,0.43462365294237004,4.212,5.546,5.247837837837838,0.5560859003144466,4.212,6.559,5.247837837837838,0.5560859003144466,4.212,6.559,0.09600000000000009,-0.6260000000000003,4.451,4.212,4.934,6.559,-1.6900947089404597,0
2017-01-01 06:10:00,4.735,74.3,0.08,0.04,0.156,21928.10127,6,6,1,1,0,4.86875,0.43662135145392805,4.212,5.546,5.234342105263158,0.5547927919169604,4.212,6.559,5.234342105263158,0.5547927919169604,4.212,6.559,0.4270000000000005,0.017000000000000348,4.451,4.308,4.718,6.559,-0.9000515373276472,0
2017-01-01 06:20:00,4.769,75.6,0.082,0.099,0.063,21776.20253,6,6,1,1,0,4.832583333333333,0.42421595236674464,4.212,5.546,5.222410256410257,0.5524921394034163,4.212,6.559,5.222410256410257,0.5524921394034163,4.212,6.559,0.03399999999999981,-0.7770000000000001,4.451,4.735,5.546,6.559,-0.8206637236501699,0
2017-01-01 06:30:00,4.92,73.7,0.083,0.099,0.096,21654.68354,6,6,1,1,0,4.793083333333334,0.3876832020497084,4.212,5.546,5.21485,0.547455023325298,4.212,6.559,5.21485,0.547455023325298,4.212,6.559,0.1509999999999998,0.26199999999999957,4.451,4.769,4.658,6.559,-0.5385830569405521,0
2017-01-01 06:40:00,4.408,76.7,0.082,0.037,0.119,21466.32911,6,6,1,1,0,4.7307500000000005,0.3841444153156227,4.212,5.546,5.195170731707317,0.5550608481256368,4.212,6.559,5.195170731707317,0.5550608481256368,4.212,6.559,-0.5119999999999996,0.02600000000000069,4.451,4.92,4.382,6.559,-1.4181701598401015,0
2017-01-01 06:50:00,4.29,77.0,0.085,0.033,0.193,20846.58228,6,6,1,1,0,4.656666666666667,0.37546439931305714,4.212,5.546,5.173619047619048,0.5657614748793058,4.212,6.559,5.173619047619048,0.5657614748793058,4.212,6.559,-0.11800000000000033,0.07800000000000029,4.451,4.408,4.212,6.559,-1.5618225822243386,0
2017-01-01 07:00:00,4.304,76.0,0.082,0.048,0.152,19983.79747,7,6,1,1,0,4.604166666666667,0.3772018589883168,4.212,5.546,5.1533953488372095,0.5745014045129702,4.212,6.559,5.1533953488372095,0.5745014045129702,4.212,6.559,0.014000000000000234,-0.0039999999999995595,4.451,4.29,4.308,6.559,-1.4784913355560525,0
2017-01-01 07:10:00,4.513,74.6,0.084,0.055,0.134,18908.35443,7,6,1,1,0,4.587083333333333,0.37621861592656014,4.212,5.546,5.138840909090909,0.5759312759058984,4.212,6.559,5.138840909090909,0.5759312759058984,4.212,6.559,0.20899999999999963,-0.22200000000000042,4.451,4.304,4.735,6.559,-1.0866590082410557,0
2017-01-01 07:20:00,4.489,74.3,0.082,0.081,0.119,18167.08861,7,6,1,1,0,4.499,0.22440628738558407,4.212,4.92,5.1244000000000005,0.5775314395220087,4.212,6.559,5.1244000000000005,0.5775314395220087,4.212,6.559,-0.02400000000000002,-0.28000000000000025,4.451,4.513,4.769,6.559,-1.1001998445762304,0
2017-01-01 07:30:00,4.356,72.3,0.082,0.07,0.119,18075.94937,7,6,1,1,0,4.473833333333333,0.22187376973623812,4.212,4.92,5.107695652173914,0.5822079761874032,4.212,6.559,5.107695652173914,0.5822079761874032,4.212,6.559,-0.133,-0.5640000000000001,4.451,4.489,4.92,6.559,-1.29111191003669,0
2017-01-01 07:40:00,4.478,72.2,0.083,0.073,0.089,18063.79747,7,6,1,1,0,4.481833333333333,0.2199842280847882,4.212,4.92,5.094297872340425,0.5831241912206,4.212,6.559,5.094297872340425,0.5831241912206,4.212,6.559,0.12199999999999989,0.0699999999999994,4.451,4.356,4.408,6.559,-1.0568895642116745,0
2017-01-01 07:50:00,4.583,71.0,0.083,0.066,0.104,18045.56962,7,6,1,1,0,4.51275,0.20411187885791598,4.29,4.92,5.083645833333333,0.5815887078414198,4.212,6.559,5.083645833333333,0.5815887078414198,4.212,6.559,0.10500000000000043,0.29300000000000015,4.451,4.478,4.29,6.559,-0.860824542470041,0
2017-01-01 08:00:00,4.794,72.0,0.084,0.187,0.145,18385.82278,8,6,1,1,0,4.553249999999999,0.2079716436090602,4.29,4.92,5.077734693877551,0.5769842132267788,4.212,6.559,5.077734693877551,0.5769842132267788,4.212,6.559,0.2109999999999994,0.4899999999999993,4.451,4.583,4.304,6.559,-0.491754691676516,0
2017-01-01 08:10:00,4.807,73.1,0.082,0.955,0.949,18987.34177,8,6,1,1,0,4.55925,0.21462403703389488,4.29,4.92,5.07232,0.5723483469042969,4.212,6.559,5.07232,0.5723483469042969,4.212,6.559,0.013000000000000789,0.2940000000000005,4.451,4.794,4.513,6.559,-0.4635638443529295,0
2017-01-01 08:20:00,4.757,73.5,0.083,3.188,3.134,19576.70886,8,6,1,1,0,4.55825,0.21358333481124012,4.29,4.92,5.06613725490196,0.5683137520633418,4.212,6.559,5.06613725490196,0.5683137520633418,4.212,6.559,-0.05000000000000071,0.2679999999999998,4.451,4.807,4.489,6.559,-0.5439552602406593,0
2017-01-01 08:30:00,4.509,74.5,0.084,6.643,6.494,19837.97468,8,6,1,1,0,4.524,0.18072631241742143,4.29,4.807,5.055423076923077,0.5679936945988681,4.212,6.559,5.055423076923077,0.5679936945988681,4.212,6.559,-0.24799999999999933,0.15300000000000047,4.451,4.757,4.356,6.559,-0.9620231388465939,0
2017-01-01 08:40:00,4.346,74.8,0.082,12.64,10.13,20166.07595,8,6,1,1,0,4.518833333333333,0.18517551052169165,4.29,4.807,5.042037735849057,0.5708839961061787,4.212,6.559,5.042037735849057,0.5708839961061787,4.212,6.559,-0.16300000000000026,-0.13199999999999967,4.451,4.509,4.478,6.559,-1.2192279702995927,0
2017-01-01 08:50:00,4.718,73.7,0.081,58.97,17.0,20676.4557,8,6,1,1,0,4.5545,0.1781794294830592,4.304,4.807,5.036037037037038,0.5671893618424815,4.212,6.559,5.036037037037038,0.5671893618424815,4.212,6.559,0.3719999999999999,0.1349999999999998,4.451,4.346,4.583,6.559,-0.5607246158565334,0
2017-01-01 09:00:00,4.704,71.8,0.083,82.5,20.15,21296.20253,9,6,1,1,0,4.587833333333333,0.16389954425214223,4.346,4.807,5.029999999999999,0.5636939017009273,4.212,6.559,5.029999999999999,0.5636939017009273,4.212,6.559,-0.014000000000000234,-0.08999999999999986,4.451,4.718,4.794,6.559,-0.5783280589275592,0
2017-01-01 09:10:00,4.624,74.1,0.082,106.9,22.55,22043.5443,9,6,1,1,0,4.597083333333333,0.16241778806149035,4.346,4.807,5.02275,0.561174685167397,4.212,6.559,5.02275,0.561174685167397,4.212,6.559,-0.08000000000000007,-0.18300000000000072,4.451,4.704,4.807,6.559,-0.7105630573500558,0
2017-01-01 09:20:00,4.629,74.8,0.083,132.1,24.3,22651.13924,9,6,1,1,0,4.60875,0.1589391678942242,4.346,4.807,5.015842105263158,0.5585816793282812,4.212,6.559,5.015842105263158,0.5585816793282812,4.212,6.559,0.004999999999999893,-0.1280000000000001,4.451,4.624,4.757,6.559,-0.6925434893037545,0
2017-01-01 09:30:00,4.599,74.0,0.082,156.1,26.9,23131.13924,9,6,1,1,0,4.6290000000000004,0.1378965356542861,4.346,4.807,5.0086551724137935,0.5563590457427596,4.212,6.559,5.0086551724137935,0.5563590457427596,4.212,6.559,-0.02999999999999936,0.08999999999999986,4.451,4.629,4.509,6.559,-0.7363143918454471,0
2017-01-01 09:40:00,4.524,74.7,0.081,182.4,28.19,23641.51899,9,6,1,1,0,4.632833333333333,0.13389876320518437,4.346,4.807,5.000440677966102,0.5551394130954368,4.212,6.559,5.000440677966102,0.5551394130954368,4.212,6.559,-0.07500000000000018,0.17799999999999994,4.451,4.599,4.346,6.559,-0.8582360875973236,0
2017-01-01 09:50:00,4.575,74.5,0.082,208.8,29.2,24668.35443,9,6,1,1,0,4.6321666666666665,0.13418903446145003,4.346,4.807,4.99335,0.553148302822357,4.212,6.559,4.99335,0.553148302822357,4.212,6.559,0.051000000000000156,-0.1429999999999998,4.451,4.524,4.718,6.559,-0.7563071202884136,0
2017-01-01 10:00:00,5.124,73.7,0.076,234.8,29.23,25275.94937,10,6,1,1,0,4.659666666666667,0.19181161844293004,4.346,5.124,4.995491803278689,0.5487743805654808,4.212,6.559,4.995491803278689,0.5487743805654808,4.212,6.559,0.5489999999999995,0.41999999999999993,4.451,4.575,4.704,6.559,0.23417309785651808,0
2017-01-01 10:10:00,5.836,71.3,2.66,257.9,31.01,25920.0,10,6,1,1,0,4.745416666666666,0.39063176297175756,4.346,5.836,5.009048387096774,0.5546267221284916,4.212,6.559,5.009048387096774,0.5546267221284916,4.212,6.559,0.7120000000000006,1.2120000000000006,4.451,5.124,4.624,6.559,1.491005715933832,0
2017-01-01 10:20:00,5.996,69.85,4.93,282.7,31.96,26393.92405,10,6,1,1,0,4.848666666666667,0.5320989882844473,4.346,5.996,5.024714285714286,0.5640131383899647,4.212,6.559,5.024714285714286,0.5640131383899647,4.212,6.559,0.16000000000000014,1.3670000000000009,4.451,5.836,4.629,6.559,1.7220976749909624,0
2017-01-01 10:30:00,6.22,68.81,4.924,307.0,32.42,26861.77215,10,6,1,1,0,4.99125,0.6491703971573669,4.346,6.22,5.043390625,0.5791243421927952,4.212,6.559,5.043390625,0.5791243421927952,4.212,6.559,0.2239999999999993,1.6209999999999996,4.451,5.996,4.599,6.559,2.031704228741083,0
2017-01-01 10:40:00,6.703,68.01,4.923,327.6,33.22,27511.89873,10,6,1,1,0,5.187666666666666,0.7796520591477538,4.524,6.703,5.0689230769230775,0.6103429442660776,4.212,6.703,5.0689230769230775,0.6103429442660776,4.212,6.703,0.48300000000000054,2.1790000000000003,4.451,6.22,4.524,6.559,2.6773094346848887,0
2017-01-01 10:50:00,6.993,66.14,4.918,349.6,33.41,28149.87342,10,6,1,1,0,5.37725,0.9191780048203146,4.524,6.993,5.098075757575757,0.6502918235000001,4.212,6.993,5.098075757575757,0.6502918235000001,4.212,6.993,0.29000000000000004,2.418,4.451,6.703,4.575,6.559,2.913959816110532,0
2017-01-01 11:00:00,7.54,64.21,4.916,371.1,33.43,28714.93671,11,6,1,1,0,5.613583333333334,1.0807300107152602,4.524,7.54,5.134522388059701,0.7109656122231984,4.212,7.54,5.134522388059701,0.7109656122231984,4.212,7.54,0.5469999999999997,2.4160000000000004,4.451,6.993,5.124,6.559,3.383395160869089,0
2017-01-01 11:10:00,8.22,61.9,4.916,388.2,33.89,29043.03797,11,6,1,1,0,5.913250000000001,1.2643461209796802,4.524,8.22,5.17989705882353,0.7987053729799498,4.212,8.22,5.17989705882353,0.7987053729799498,4.212,8.22,0.6800000000000006,2.3840000000000003,4.451,7.54,5.836,6.559,3.806288331120051,0
2017-01-01 11:20:00,9.49,59.3,2.451,401.3,34.4,29261.77215,11,6,1,1,0,6.3183333333333325,1.5596915390453645,4.524,9.49,5.24236231884058,0.9475128739000374,4.212,9.49,5.24236231884058,0.9475128739000374,4.212,9.49,1.2699999999999996,3.4939999999999998,4.451,8.22,5.996,6.559,4.482934003498876,0
2017-01-01 11:30:00,10.65,56.03,0.084,419.5,35.29,29474.43038,11,6,1,1,0,6.822583333333334,1.8953298325733243,4.524,10.65,5.319614285714286,1.141279974197,4.212,10.65,5.319614285714286,1.141279974197,4.212,10.65,1.1600000000000001,4.430000000000001,4.451,9.49,6.22,6.559,4.670532940907995,0
2017-01-01 11:40:00,11.06,53.52,0.082,430.9,37.58,29523.03797,11,6,1,1,0,7.367250000000001,2.1025374334577047,4.575,11.06,5.400464788732394,1.3221292008508299,4.212,11.06,5.400464788732394,1.3221292008508299,4.212,11.06,0.41000000000000014,4.357,4.451,10.65,6.703,6.559,4.2806218996037035,0
2017-01-01 11:50:00,12.4,53.26,0.08,437.5,43.46,29711.39241,11,6,1,1,0,8.019333333333334,2.355972307806592,5.124,12.4,5.497680555555556,1.5504421071113592,4.212,12.4,5.497680555555556,1.5504421071113592,4.212,12.4,1.3399999999999999,5.407,4.451,11.06,6.993,6.559,4.451839519054477,0
2017-01-01 12:00:00,13.08,54.36,0.077,450.4,43.2,29644.55696,12,6,1,1,0,8.682333333333334,2.5762768178952062,5.836,13.08,5.601547945205479,1.7770873254437056,4.212,13.08,5.601547945205479,1.7770873254437056,4.212,13.08,0.6799999999999997,5.54,4.451,12.4,7.54,6.559,4.208263683906074,0
2017-01-01 12:10:00,14.38,54.42,0.076,470.5,37.92,29802.53165,12,6,1,1,0,9.394333333333334,2.8807778095297105,5.996,14.38,5.720175675675676,2.038662893509573,4.212,14.38,5.720175675675676,2.038662893509573,4.212,14.38,1.3000000000000007,6.16,4.451,13.08,8.22,6.559,4.247796117687891,0
2017-01-01 12:20:00,15.02,56.46,0.074,480.0,38.81,29887.59494,12,6,1,1,0,10.146333333333333,3.0836975542456524,6.22,15.02,5.844173333333333,2.291972662525835,4.212,15.02,5.844173333333333,2.291972662525835,4.212,15.02,0.6399999999999988,5.529999999999999,4.451,14.38,9.49,6.559,4.003462526710323,0
2017-01-01 12:30:00,15.55,58.7,0.075,486.1,39.46,30039.49367,12,6,1,1,0,10.923833333333334,3.1784865132876576,6.703,15.55,5.971881578947368,2.5342870659134373,4.212,15.55,5.971881578947368,2.5342870659134373,4.212,15.55,0.5300000000000011,4.9,4.451,15.02,10.65,6.559,3.779413370284623,0
2017-01-01 12:40:00,15.56,59.23,0.076,490.2,40.92,29966.58228,12,6,1,1,0,11.661916666666668,3.1373402880996757,6.993,15.56,6.096402597402597,2.7444535275223747,4.212,15.56,6.096402597402597,2.7444535275223747,4.212,15.56,0.009999999999999787,4.5,4.451,15.55,11.06,6.559,3.4482629447695214,0
2017-01-01 12:50:00,15.49,59.3,0.076,495.9,40.9,29996.96203,12,6,1,1,0,12.37,2.9404823352022356,7.54,15.56,6.216833333333334,2.9266849000753403,4.212,15.56,6.216833333333334,2.9266849000753403,4.212,15.56,-0.07000000000000028,3.09,4.451,15.56,12.4,6.559,3.1684882326853674,0
2017-01-01 13:00:00,15.57,58.06,0.077,498.1,40.94,30258.22785,13,6,1,1,0,13.039166666666668,2.6397054185968805,8.22,15.57,6.335227848101266,3.092415597792598,4.212,15.57,6.335227848101266,3.092415597792598,4.212,15.57,0.08000000000000007,2.49,4.451,15.49,13.08,6.559,2.986264898705925,0
2017-01-01 13:10:00,15.65,58.7,0.077,498.1,42.75,30404.05063,13,6,1,1,0,13.658333333333333,2.249043567763197,9.49,15.65,6.4516625,3.24446381029246,4.212,15.65,6.4516625,3.24446381029246,4.212,15.65,0.08000000000000007,1.2699999999999996,4.451,15.57,14.38,6.559,2.835087101548176,0
